Customer ID,Customer Segmentation,Seasonal Trends,Delivery Time,Number of Items Purchased
1635,VIP,Christmas present,17,1
1636,VIP,Back to school,3,5
1637,New,Christmas present,29,2
1638,VIP,Summer preperation,10,5
1639,VIP,Christmas present,6,8
1640,Loyal,Christmas present,10,9
1641,Loyal,Christmas present,14,7
1642,New,Summer preperation,5,6
1643,VIP,Christmas present,12,3
1644,VIP,Back to school,10,2
1645,VIP,Back to school,3,3
1646,VIP,Summer preperation,13,1
1647,New,Summer preperation,16,6
1648,Loyal,Summer preperation,27,8
1649,Loyal,Back to school,28,7
1650,VIP,Back to school,26,6
1651,New,Summer preperation,2,5
1652,VIP,Pre-fall shopping,14,5
1653,New,Christmas present,9,2
1654,New,Christmas present,30,3
1655,Loyal,Pre-fall shopping,24,4
1656,New,Pre-fall shopping,24,8
1657,New,Pre-fall shopping,8,1
1658,New,Christmas present,15,2
1659,New,Pre-fall shopping,9,5
1660,VIP,Pre-fall shopping,10,5
1661,Loyal,Summer preperation,5,9
1662,VIP,Summer preperation,13,5
1663,New,Christmas present,4,9
1664,Loyal,Back to school,25,6
1665,New,Christmas present,21,7
1666,VIP,Summer preperation,13,2
1667,Loyal,Back to school,23,2
1668,New,Summer preperation,26,4
1669,VIP,Pre-fall shopping,24,8
1670,New,Christmas present,15,3
1671,New,Summer preperation,24,2
1672,Loyal,Pre-fall shopping,7,1
1673,VIP,Back to school,25,4
1674,Loyal,Back to school,23,6
1675,Loyal,Christmas present,9,4
1676,VIP,Christmas present,24,8
1677,Loyal,Back to school,20,6
1678,Loyal,Christmas present,20,3
1679,VIP,Pre-fall shopping,26,6
1680,Loyal,Back to school,22,3
1681,New,Summer preperation,11,8
1682,New,Back to school,16,5
1683,VIP,Summer preperation,19,9
1684,Loyal,Back to school,30,2
1685,VIP,Summer preperation,20,4
1686,New,Christmas present,17,6
1687,New,Pre-fall shopping,25,3
1688,New,Back to school,14,9
1689,New,Back to school,16,4
1690,New,Christmas present,10,4
1691,Loyal,Back to school,29,1
1692,VIP,Summer preperation,4,8
1693,New,Pre-fall shopping,25,3
1694,VIP,Christmas present,11,1
1695,New,Back to school,4,7
1696,Loyal,Christmas present,17,9
1697,VIP,Pre-fall shopping,8,2
1698,New,Pre-fall shopping,15,4
1699,New,Summer preperation,16,6
1700,Loyal,Christmas present,13,1
1701,Loyal,Pre-fall shopping,25,2
1702,New,Christmas present,30,2
1703,VIP,Summer preperation,9,8
1704,Loyal,Pre-fall shopping,6,7
1705,VIP,Christmas present,6,2
1706,VIP,Summer preperation,20,4
1707,VIP,Christmas present,10,8
1708,VIP,Christmas present,27,9
1709,VIP,Back to school,26,6
1710,Loyal,Pre-fall shopping,11,5
1711,Loyal,Christmas present,6,2
1712,New,Christmas present,12,9
1713,VIP,Back to school,27,3
1714,New,Pre-fall shopping,17,8
1715,VIP,Back to school,2,8
1716,New,Pre-fall shopping,17,2
1717,VIP,Summer preperation,17,7
1718,Loyal,Back to school,10,4
1719,Loyal,Back to school,27,8
1720,VIP,Pre-fall shopping,23,3
1721,Loyal,Back to school,10,7
1722,New,Christmas present,14,2
1723,New,Summer preperation,14,2
1724,New,Christmas present,20,4
1725,New,Back to school,19,5
1726,New,Christmas present,24,4
1727,Loyal,Summer preperation,10,3
1728,New,Christmas present,26,4
1729,VIP,Pre-fall shopping,8,2
1730,Loyal,Pre-fall shopping,21,8
1731,VIP,Summer preperation,22,3
1732,Loyal,Summer preperation,5,1
1733,Loyal,Summer preperation,3,4
1734,Loyal,Summer preperation,23,3
1735,New,Christmas present,3,4
1736,VIP,Summer preperation,16,5
1737,Loyal,Summer preperation,16,1
1738,VIP,Pre-fall shopping,18,1
1739,VIP,Pre-fall shopping,21,8
1740,VIP,Christmas present,5,2
1741,New,Pre-fall shopping,28,7
1742,New,Christmas present,29,5
1743,Loyal,Christmas present,7,7
1744,Loyal,Back to school,3,7
1745,VIP,Back to school,7,9
1746,VIP,Back to school,24,6
1747,Loyal,Pre-fall shopping,4,3
1748,New,Back to school,28,5
1749,New,Summer preperation,13,9
1750,VIP,Back to school,6,1
1751,VIP,Back to school,22,1
1752,VIP,Christmas present,14,3
1753,Loyal,Christmas present,11,5
1754,VIP,Back to school,19,9
1755,VIP,Back to school,7,9
1756,VIP,Back to school,29,9
1757,VIP,Summer preperation,19,9
1758,VIP,Summer preperation,30,9
1759,New,Back to school,25,9
1760,VIP,Back to school,28,3
1761,New,Pre-fall shopping,27,8
1762,Loyal,Summer preperation,13,6
1763,New,Summer preperation,8,2
1764,Loyal,Back to school,23,6
1765,VIP,Summer preperation,14,6
1766,VIP,Summer preperation,23,9
1767,New,Summer preperation,15,7
1768,Loyal,Summer preperation,12,9
1769,New,Pre-fall shopping,29,8
1770,New,Pre-fall shopping,19,8
1771,VIP,Back to school,11,9
1772,VIP,Back to school,25,4
1773,VIP,Summer preperation,5,2
1774,Loyal,Christmas present,10,1
1775,New,Christmas present,15,9
1776,New,Pre-fall shopping,7,3
1777,New,Pre-fall shopping,25,3
1778,Loyal,Summer preperation,15,2
1779,Loyal,Pre-fall shopping,11,8
1780,VIP,Back to school,24,6
1781,VIP,Summer preperation,7,8
1782,VIP,Back to school,2,2
1783,Loyal,Summer preperation,16,8
1784,VIP,Summer preperation,6,6
1785,VIP,Christmas present,8,4
1786,Loyal,Back to school,2,5
1787,Loyal,Pre-fall shopping,21,6
1788,New,Christmas present,21,1
1789,Loyal,Pre-fall shopping,23,7
1790,New,Pre-fall shopping,15,1
1791,New,Pre-fall shopping,26,4
1792,Loyal,Back to school,26,3
1793,Loyal,Christmas present,5,6
1794,Loyal,Back to school,9,2
1795,Loyal,Summer preperation,13,2
1796,VIP,Back to school,17,7
1797,New,Back to school,25,3
1798,VIP,Pre-fall shopping,4,3
1799,Loyal,Christmas present,9,8
1800,VIP,Pre-fall shopping,6,9
1801,VIP,Christmas present,21,9
1802,New,Summer preperation,11,2
1803,Loyal,Pre-fall shopping,29,5
1804,Loyal,Back to school,10,5
1805,VIP,Pre-fall shopping,6,3
1806,VIP,Pre-fall shopping,29,4
1807,VIP,Back to school,7,7
1808,New,Pre-fall shopping,28,1
1809,VIP,Summer preperation,18,4
1810,New,Pre-fall shopping,25,5
1811,New,Pre-fall shopping,18,9
1812,New,Back to school,12,5
1813,Loyal,Pre-fall shopping,23,6
1814,VIP,Pre-fall shopping,8,9
1815,Loyal,Pre-fall shopping,9,2
1816,New,Pre-fall shopping,25,9
1817,Loyal,Christmas present,16,4
1818,New,Back to school,20,9
1819,New,Pre-fall shopping,23,6
1820,Loyal,Back to school,21,4
1821,VIP,Back to school,17,7
1822,Loyal,Back to school,18,9
1823,New,Christmas present,23,2
1824,Loyal,Christmas present,20,9
1825,New,Pre-fall shopping,21,2
1826,VIP,Pre-fall shopping,9,6
1827,VIP,Back to school,21,8
1828,New,Back to school,13,3
1829,VIP,Back to school,16,8
1830,VIP,Summer preperation,16,8
1831,VIP,Pre-fall shopping,10,5
1832,VIP,Pre-fall shopping,25,6
1833,Loyal,Back to school,3,2
1834,Loyal,Summer preperation,6,2
1835,New,Summer preperation,8,8
1836,Loyal,Back to school,14,7
1837,New,Christmas present,17,1
1838,VIP,Pre-fall shopping,2,6
1839,New,Pre-fall shopping,23,6
1840,Loyal,Christmas present,24,4
1841,New,Pre-fall shopping,16,9
1842,New,Christmas present,12,4
1843,VIP,Pre-fall shopping,20,6
1844,New,Summer preperation,14,5
1845,Loyal,Summer preperation,26,5
1846,Loyal,Christmas present,8,2
1847,VIP,Pre-fall shopping,22,1
1848,Loyal,Pre-fall shopping,15,7
1849,VIP,Summer preperation,10,5
1850,VIP,Christmas present,11,7
1851,New,Christmas present,26,5
1852,VIP,Christmas present,24,6
1853,VIP,Pre-fall shopping,19,8
1854,Loyal,Christmas present,19,7
1855,VIP,Summer preperation,3,2
1856,VIP,Pre-fall shopping,11,6
1857,New,Back to school,3,9
1858,New,Pre-fall shopping,14,7
1859,VIP,Summer preperation,15,9
1860,Loyal,Christmas present,6,8
1861,New,Back to school,18,1
1862,New,Summer preperation,29,4
1863,Loyal,Summer preperation,16,8
1864,New,Pre-fall shopping,30,5
1865,New,Pre-fall shopping,11,8
1866,Loyal,Back to school,4,7
1867,New,Back to school,11,8
1868,Loyal,Christmas present,19,8
1869,VIP,Back to school,5,4
1870,New,Pre-fall shopping,30,3
1871,New,Back to school,19,1
1872,VIP,Summer preperation,22,1
1873,Loyal,Summer preperation,9,8
1874,VIP,Christmas present,30,4
1875,Loyal,Pre-fall shopping,30,3
1876,VIP,Pre-fall shopping,11,5
1877,New,Christmas present,5,9
1878,New,Summer preperation,4,8
1879,New,Pre-fall shopping,11,8
1880,New,Christmas present,21,1
1881,New,Christmas present,27,5
1882,VIP,Christmas present,15,1
1883,VIP,Christmas present,26,5
1884,Loyal,Pre-fall shopping,10,9
1885,VIP,Pre-fall shopping,2,4
1886,VIP,Pre-fall shopping,19,4
1887,VIP,Pre-fall shopping,24,6
1888,New,Pre-fall shopping,28,7
1889,Loyal,Christmas present,2,8
1890,Loyal,Summer preperation,2,9
1891,New,Christmas present,20,9
1892,VIP,Back to school,9,4
1893,New,Summer preperation,16,9
1894,New,Christmas present,12,8
1895,Loyal,Pre-fall shopping,27,6
1896,Loyal,Back to school,10,5
1897,Loyal,Christmas present,4,9
1898,Loyal,Summer preperation,3,8
1899,VIP,Back to school,12,5
1900,New,Summer preperation,22,2
1901,VIP,Summer preperation,30,1
1902,New,Summer preperation,24,9
1903,Loyal,Pre-fall shopping,12,8
1904,New,Back to school,21,3
1905,Loyal,Back to school,6,3
1906,Loyal,Christmas present,10,2
1907,New,Pre-fall shopping,15,2
1908,New,Christmas present,9,2
1909,New,Pre-fall shopping,16,8
1910,Loyal,Back to school,30,7
1911,New,Pre-fall shopping,6,9
1912,New,Pre-fall shopping,5,5
1913,New,Back to school,2,6
1914,New,Back to school,21,5
1915,VIP,Pre-fall shopping,14,9
1916,New,Back to school,6,9
1917,New,Christmas present,14,6
1918,Loyal,Summer preperation,21,9
1919,Loyal,Back to school,23,6
1920,VIP,Christmas present,15,3
1921,VIP,Summer preperation,20,4
1922,New,Back to school,16,9
1923,Loyal,Pre-fall shopping,29,5
1924,Loyal,Pre-fall shopping,2,5
1925,VIP,Back to school,25,8
1926,Loyal,Summer preperation,10,8
1927,VIP,Back to school,16,8
1928,VIP,Summer preperation,9,8
1929,New,Christmas present,28,8
1930,VIP,Back to school,29,7
1931,VIP,Back to school,18,9
1932,VIP,Back to school,11,3
1933,VIP,Pre-fall shopping,29,7
1934,Loyal,Back to school,20,8
1935,New,Summer preperation,15,9
1936,Loyal,Pre-fall shopping,14,3
1937,VIP,Pre-fall shopping,10,9
1938,Loyal,Pre-fall shopping,10,9
1939,New,Pre-fall shopping,22,9
1940,VIP,Back to school,5,9
1941,VIP,Summer preperation,13,8
1942,Loyal,Back to school,29,9
1943,Loyal,Summer preperation,8,6
1944,VIP,Back to school,23,9
1945,VIP,Back to school,7,3
1946,VIP,Pre-fall shopping,21,3
1947,New,Back to school,7,9
1948,Loyal,Summer preperation,8,3
1949,New,Back to school,7,8
1950,New,Christmas present,3,1
1951,Loyal,Summer preperation,8,7
1952,VIP,Summer preperation,9,1
1953,VIP,Back to school,14,7
1954,VIP,Back to school,10,9
1955,VIP,Pre-fall shopping,20,3
1956,Loyal,Pre-fall shopping,4,9
1957,VIP,Christmas present,19,2
1958,VIP,Christmas present,16,7
1959,VIP,Summer preperation,7,2
1960,New,Back to school,12,3
1961,Loyal,Christmas present,11,3
1962,New,Christmas present,27,2
1963,VIP,Back to school,8,7
1964,New,Back to school,12,1
1965,VIP,Summer preperation,27,7
1966,New,Summer preperation,15,5
1967,New,Pre-fall shopping,20,8
1968,Loyal,Pre-fall shopping,22,5
1969,New,Christmas present,3,4
1970,New,Pre-fall shopping,21,1
1971,Loyal,Christmas present,25,4
1972,VIP,Pre-fall shopping,20,4
1973,Loyal,Christmas present,17,7
1974,VIP,Christmas present,25,1
1975,New,Pre-fall shopping,18,2
1976,VIP,Pre-fall shopping,27,3
1977,New,Back to school,16,9
1978,Loyal,Summer preperation,7,7
1979,VIP,Back to school,5,8
1980,VIP,Pre-fall shopping,20,7
1981,Loyal,Pre-fall shopping,29,2
1982,VIP,Christmas present,9,1
1983,New,Christmas present,7,5
1984,Loyal,Pre-fall shopping,10,8
1985,VIP,Pre-fall shopping,4,7
1986,VIP,Summer preperation,8,4
1987,Loyal,Christmas present,30,4
1988,VIP,Pre-fall shopping,4,8
1989,New,Summer preperation,14,1
1990,New,Pre-fall shopping,6,3
1991,VIP,Christmas present,26,6
1992,VIP,Christmas present,23,5
1993,VIP,Christmas present,13,3
1994,New,Back to school,19,1
1995,VIP,Back to school,7,8
1996,VIP,Summer preperation,29,1
1997,Loyal,Christmas present,22,5
1998,Loyal,Back to school,13,8
1999,VIP,Summer preperation,27,3
2000,Loyal,Christmas present,29,2
2001,VIP,Back to school,27,7
2002,New,Pre-fall shopping,12,5
2003,Loyal,Christmas present,11,4
2004,VIP,Christmas present,17,9
2005,Loyal,Back to school,3,5
2006,New,Back to school,23,5
2007,VIP,Back to school,23,8
2008,New,Christmas present,7,7
2009,Loyal,Christmas present,2,8
2010,Loyal,Summer preperation,28,3
2011,New,Pre-fall shopping,25,3
2012,New,Pre-fall shopping,27,7
2013,New,Summer preperation,25,6
2014,Loyal,Summer preperation,18,1
2015,VIP,Christmas present,11,4
2016,VIP,Summer preperation,30,4
2017,New,Pre-fall shopping,8,9
2018,Loyal,Summer preperation,2,8
2019,New,Pre-fall shopping,22,1
2020,VIP,Back to school,29,6
2021,New,Summer preperation,21,2
2022,New,Back to school,8,5
2023,Loyal,Back to school,19,7
2024,VIP,Christmas present,16,9
2025,New,Christmas present,6,5
2026,VIP,Christmas present,25,7
2027,New,Christmas present,29,3
2028,VIP,Back to school,18,9
2029,Loyal,Christmas present,30,2
2030,New,Pre-fall shopping,8,8
2031,VIP,Back to school,13,6
2032,New,Summer preperation,2,5
2033,Loyal,Summer preperation,8,5
2034,Loyal,Pre-fall shopping,23,1
2035,Loyal,Pre-fall shopping,22,3
2036,VIP,Christmas present,25,7
2037,VIP,Christmas present,28,2
2038,New,Back to school,18,7
2039,VIP,Back to school,6,7
2040,Loyal,Summer preperation,17,8
2041,VIP,Christmas present,20,6
2042,New,Summer preperation,25,8
2043,VIP,Back to school,18,6
2044,New,Back to school,23,1
2045,VIP,Christmas present,26,1
2046,VIP,Back to school,9,3
2047,New,Back to school,19,4
2048,New,Christmas present,21,8
2049,VIP,Pre-fall shopping,27,4
2050,VIP,Pre-fall shopping,29,5
2051,VIP,Christmas present,21,5
2052,Loyal,Pre-fall shopping,26,5
2053,Loyal,Christmas present,5,7
2054,Loyal,Back to school,14,7
2055,VIP,Back to school,12,6
2056,VIP,Summer preperation,15,1
2057,VIP,Back to school,23,3
2058,VIP,Back to school,25,7
2059,New,Pre-fall shopping,22,7
2060,Loyal,Pre-fall shopping,10,6
2061,VIP,Christmas present,6,3
2062,New,Pre-fall shopping,4,4
2063,Loyal,Back to school,7,6
2064,VIP,Pre-fall shopping,12,4
2065,VIP,Back to school,25,2
2066,VIP,Back to school,16,2
2067,Loyal,Summer preperation,4,6
2068,Loyal,Christmas present,10,6
2069,Loyal,Back to school,14,9
2070,VIP,Summer preperation,4,7
2071,Loyal,Christmas present,28,4
2072,New,Christmas present,15,5
2073,Loyal,Christmas present,16,8
2074,New,Pre-fall shopping,4,4
2075,VIP,Summer preperation,11,3
2076,New,Pre-fall shopping,20,5
2077,VIP,Summer preperation,13,8
2078,Loyal,Pre-fall shopping,16,9
2079,VIP,Christmas present,12,3
2080,New,Pre-fall shopping,5,7
2081,Loyal,Christmas present,11,7
2082,New,Back to school,28,5
2083,VIP,Summer preperation,13,7
2084,Loyal,Pre-fall shopping,24,6
2085,VIP,Summer preperation,27,5
2086,Loyal,Summer preperation,14,2
2087,New,Back to school,15,1
2088,VIP,Christmas present,13,2
2089,Loyal,Christmas present,29,4
2090,New,Pre-fall shopping,25,9
2091,New,Summer preperation,2,1
2092,New,Summer preperation,10,4
2093,Loyal,Pre-fall shopping,7,5
2094,New,Pre-fall shopping,26,9
2095,Loyal,Back to school,30,8
2096,New,Back to school,27,9
2097,New,Pre-fall shopping,5,2
2098,Loyal,Back to school,5,2
2099,New,Summer preperation,4,2
2100,Loyal,Summer preperation,8,4
2101,VIP,Back to school,8,9
2102,VIP,Back to school,4,4
2103,VIP,Christmas present,10,5
2104,Loyal,Summer preperation,10,9
2105,Loyal,Back to school,10,7
2106,Loyal,Summer preperation,22,8
2107,New,Back to school,10,4
2108,VIP,Summer preperation,26,5
2109,Loyal,Back to school,29,3
2110,Loyal,Pre-fall shopping,16,1
2111,VIP,Christmas present,11,5
2112,VIP,Summer preperation,27,5
2113,VIP,Back to school,26,3
2114,VIP,Summer preperation,8,8
2115,Loyal,Pre-fall shopping,11,3
2116,New,Summer preperation,15,4
2117,Loyal,Back to school,2,4
2118,VIP,Back to school,12,9
2119,Loyal,Pre-fall shopping,21,4
2120,New,Back to school,15,4
2121,New,Summer preperation,28,8
2122,VIP,Back to school,10,1
2123,VIP,Summer preperation,20,8
2124,Loyal,Pre-fall shopping,30,7
2125,VIP,Pre-fall shopping,7,3
2126,VIP,Pre-fall shopping,23,5
2127,VIP,Pre-fall shopping,21,2
2128,New,Pre-fall shopping,13,2
2129,New,Summer preperation,24,5
2130,New,Pre-fall shopping,18,4
2131,Loyal,Summer preperation,2,8
2132,New,Back to school,5,9
2133,VIP,Pre-fall shopping,15,2
2134,New,Summer preperation,8,9
2135,VIP,Back to school,7,2
2136,New,Summer preperation,6,2
2137,Loyal,Christmas present,10,1
2138,New,Summer preperation,19,7
2139,New,Pre-fall shopping,22,2
2140,Loyal,Summer preperation,11,2
2141,VIP,Pre-fall shopping,5,4
2142,New,Back to school,11,3
2143,New,Summer preperation,22,5
2144,New,Back to school,9,8
2145,New,Summer preperation,22,2
2146,VIP,Pre-fall shopping,11,1
2147,New,Summer preperation,19,9
2148,VIP,Christmas present,16,6
2149,New,Christmas present,3,5
2150,Loyal,Summer preperation,12,9
2151,Loyal,Pre-fall shopping,3,3
2152,VIP,Christmas present,10,4
2153,VIP,Summer preperation,14,6
2154,Loyal,Summer preperation,22,8
2155,New,Christmas present,19,6
2156,VIP,Summer preperation,30,5
2157,VIP,Summer preperation,13,1
2158,New,Summer preperation,18,2
2159,New,Summer preperation,14,6
2160,Loyal,Summer preperation,29,4
2161,Loyal,Back to school,11,8
2162,VIP,Back to school,12,7
2163,New,Pre-fall shopping,27,1
2164,Loyal,Summer preperation,12,7
2165,Loyal,Pre-fall shopping,28,6
2166,VIP,Pre-fall shopping,10,8
2167,Loyal,Christmas present,24,4
2168,Loyal,Christmas present,14,5
2169,New,Summer preperation,13,5
2170,Loyal,Christmas present,9,7
2171,New,Christmas present,17,4
2172,VIP,Pre-fall shopping,18,5
2173,Loyal,Christmas present,9,1
2174,New,Summer preperation,24,8
2175,VIP,Pre-fall shopping,8,9
2176,VIP,Summer preperation,13,8
2177,VIP,Back to school,16,9
2178,VIP,Christmas present,9,4
2179,New,Back to school,15,8
2180,VIP,Summer preperation,6,5
2181,Loyal,Back to school,7,4
2182,Loyal,Summer preperation,18,2
2183,New,Pre-fall shopping,25,2
2184,Loyal,Back to school,4,3
2185,VIP,Christmas present,26,8
2186,New,Back to school,2,9
2187,Loyal,Back to school,17,8
2188,VIP,Summer preperation,20,7
2189,Loyal,Christmas present,4,2
2190,Loyal,Summer preperation,26,8
2191,New,Summer preperation,7,3
2192,VIP,Christmas present,15,7
2193,VIP,Pre-fall shopping,15,8
2194,New,Back to school,3,4
2195,VIP,Summer preperation,21,3
2196,VIP,Summer preperation,17,9
2197,VIP,Summer preperation,21,3
2198,Loyal,Christmas present,16,5
2199,Loyal,Pre-fall shopping,14,8
2200,New,Christmas present,25,3
2201,Loyal,Pre-fall shopping,14,6
2202,Loyal,Summer preperation,9,6
2203,New,Christmas present,10,5
2204,New,Back to school,3,2
2205,VIP,Pre-fall shopping,7,1
2206,New,Back to school,24,3
2207,Loyal,Back to school,12,7
2208,Loyal,Back to school,18,7
2209,New,Summer preperation,13,6
2210,VIP,Summer preperation,13,6
2211,New,Summer preperation,23,1
2212,Loyal,Back to school,11,1
2213,New,Christmas present,30,3
2214,VIP,Christmas present,5,1
2215,VIP,Back to school,3,3
2216,New,Summer preperation,6,7
2217,Loyal,Christmas present,29,4
2218,New,Back to school,14,1
2219,VIP,Back to school,8,7
2220,Loyal,Back to school,7,5
2221,VIP,Back to school,13,3
2222,New,Pre-fall shopping,30,6
2223,VIP,Christmas present,8,4
2224,New,Back to school,24,2
2225,New,Pre-fall shopping,3,5
2226,New,Back to school,7,5
2227,VIP,Summer preperation,8,2
2228,Loyal,Pre-fall shopping,14,8
2229,New,Summer preperation,14,3
2230,New,Pre-fall shopping,13,5
2231,New,Back to school,17,6
2232,VIP,Summer preperation,28,1
2233,New,Back to school,21,7
2234,VIP,Summer preperation,13,5
2235,Loyal,Christmas present,4,8
2236,VIP,Summer preperation,14,5
2237,Loyal,Pre-fall shopping,24,5
2238,VIP,Summer preperation,14,4
2239,VIP,Summer preperation,27,9
2240,New,Back to school,28,6
2241,VIP,Christmas present,17,7
2242,New,Summer preperation,14,3
2243,Loyal,Pre-fall shopping,19,8
2244,VIP,Back to school,28,1
2245,Loyal,Christmas present,17,1
2246,Loyal,Christmas present,20,7
2247,New,Pre-fall shopping,20,8
2248,New,Pre-fall shopping,11,1
2249,Loyal,Pre-fall shopping,11,4
2250,Loyal,Christmas present,19,4
2251,New,Pre-fall shopping,28,5
2252,VIP,Back to school,19,8
2253,Loyal,Christmas present,25,2
2254,Loyal,Pre-fall shopping,10,3
2255,VIP,Summer preperation,11,1
2256,New,Back to school,8,5
2257,Loyal,Christmas present,4,4
2258,VIP,Back to school,23,8
2259,VIP,Back to school,8,1
2260,Loyal,Summer preperation,22,2
2261,VIP,Christmas present,12,5
2262,New,Summer preperation,7,6
2263,VIP,Back to school,19,6
2264,New,Christmas present,5,5
2265,Loyal,Pre-fall shopping,27,6
2266,VIP,Pre-fall shopping,2,1
2267,New,Summer preperation,17,4
2268,Loyal,Christmas present,7,6
2269,VIP,Christmas present,22,2
2270,Loyal,Pre-fall shopping,26,1
2271,New,Summer preperation,18,8
2272,Loyal,Christmas present,28,6
2273,Loyal,Back to school,21,1
2274,Loyal,Christmas present,27,3
2275,New,Back to school,19,8
2276,VIP,Summer preperation,22,9
2277,VIP,Back to school,21,5
2278,Loyal,Christmas present,11,4
2279,Loyal,Pre-fall shopping,16,7
2280,New,Christmas present,27,2
2281,New,Back to school,12,9
2282,New,Summer preperation,23,6
2283,VIP,Pre-fall shopping,15,4
2284,Loyal,Christmas present,3,4
2285,VIP,Pre-fall shopping,21,9
2286,New,Summer preperation,11,2
2287,Loyal,Summer preperation,16,8
2288,Loyal,Christmas present,20,2
2289,New,Summer preperation,2,7
2290,New,Summer preperation,12,5
2291,New,Back to school,17,3
2292,New,Christmas present,27,7
2293,Loyal,Pre-fall shopping,6,6
2294,Loyal,Christmas present,5,2
2295,VIP,Summer preperation,11,6
2296,Loyal,Pre-fall shopping,16,3
2297,New,Summer preperation,12,5
2298,VIP,Back to school,24,2
2299,New,Back to school,2,4
2300,New,Pre-fall shopping,11,7
2301,Loyal,Back to school,22,9
2302,VIP,Back to school,21,5
2303,New,Summer preperation,20,4
2304,New,Pre-fall shopping,5,6
2305,New,Pre-fall shopping,14,3
2306,New,Summer preperation,20,2
2307,Loyal,Summer preperation,26,4
2308,New,Back to school,13,7
2309,VIP,Christmas present,7,9
2310,Loyal,Pre-fall shopping,28,2
2311,Loyal,Pre-fall shopping,7,2
2312,Loyal,Pre-fall shopping,15,8
2313,New,Pre-fall shopping,5,5
2314,Loyal,Summer preperation,25,8
2315,VIP,Summer preperation,27,8
2316,Loyal,Christmas present,20,3
2317,New,Summer preperation,4,3
2318,VIP,Summer preperation,15,7
2319,VIP,Pre-fall shopping,29,6
2320,New,Christmas present,17,5
2321,Loyal,Pre-fall shopping,24,2
2322,VIP,Christmas present,18,1
2323,VIP,Christmas present,24,3
2324,Loyal,Pre-fall shopping,2,8
2325,Loyal,Pre-fall shopping,2,8
2326,Loyal,Pre-fall shopping,8,1
2327,VIP,Christmas present,18,1
2328,VIP,Back to school,5,1
2329,VIP,Pre-fall shopping,17,4
2330,New,Back to school,27,4
2331,VIP,Summer preperation,6,9
2332,VIP,Summer preperation,12,8
2333,VIP,Pre-fall shopping,16,6
2334,Loyal,Back to school,30,5
2335,VIP,Summer preperation,14,1
2336,VIP,Pre-fall shopping,2,2
2337,New,Pre-fall shopping,13,5
2338,VIP,Pre-fall shopping,26,8
2339,Loyal,Pre-fall shopping,4,3
2340,New,Christmas present,25,6
2341,New,Back to school,14,6
2342,New,Christmas present,16,1
2343,VIP,Christmas present,22,1
2344,Loyal,Summer preperation,13,4
2345,VIP,Pre-fall shopping,20,1
2346,New,Summer preperation,8,4
2347,VIP,Back to school,21,3
2348,New,Christmas present,10,2
2349,VIP,Pre-fall shopping,11,2
2350,Loyal,Summer preperation,8,2
2351,New,Back to school,3,4
2352,Loyal,Christmas present,8,9
2353,New,Christmas present,20,8
2354,New,Summer preperation,3,3
2355,New,Summer preperation,22,5
2356,Loyal,Back to school,18,7
2357,New,Christmas present,10,3
2358,New,Christmas present,18,4
2359,Loyal,Christmas present,17,4
2360,Loyal,Christmas present,6,1
2361,VIP,Summer preperation,13,9
2362,Loyal,Christmas present,24,8
2363,Loyal,Pre-fall shopping,23,9
2364,Loyal,Christmas present,11,2
2365,VIP,Summer preperation,8,7
2366,New,Christmas present,17,4
2367,New,Back to school,6,9
2368,New,Pre-fall shopping,4,5
2369,Loyal,Pre-fall shopping,16,6
2370,New,Back to school,8,4
2371,New,Pre-fall shopping,27,2
2372,Loyal,Back to school,2,9
2373,New,Back to school,29,9
2374,Loyal,Summer preperation,16,4
2375,New,Back to school,9,9
2376,Loyal,Back to school,26,6
2377,Loyal,Christmas present,19,9
2378,New,Summer preperation,24,8
2379,Loyal,Pre-fall shopping,20,1
2380,Loyal,Back to school,12,8
2381,New,Back to school,15,7
2382,Loyal,Pre-fall shopping,18,3
2383,Loyal,Summer preperation,5,1
2384,Loyal,Pre-fall shopping,18,8
2385,New,Christmas present,19,7
2386,Loyal,Pre-fall shopping,29,7
2387,New,Back to school,20,5
2388,VIP,Pre-fall shopping,21,4
2389,New,Pre-fall shopping,26,7
2390,Loyal,Back to school,26,7
2391,VIP,Christmas present,20,7
2392,VIP,Christmas present,17,3
2393,VIP,Back to school,3,6
2394,VIP,Christmas present,19,9
2395,VIP,Christmas present,15,5
2396,Loyal,Summer preperation,28,4
2397,Loyal,Christmas present,20,5
2398,VIP,Pre-fall shopping,23,4
2399,New,Back to school,20,9
2400,New,Pre-fall shopping,2,8
2401,New,Summer preperation,16,2
2402,Loyal,Pre-fall shopping,26,9
2403,Loyal,Summer preperation,16,7
2404,New,Back to school,22,1
2405,Loyal,Summer preperation,18,7
2406,Loyal,Pre-fall shopping,25,2
2407,VIP,Pre-fall shopping,5,1
2408,Loyal,Christmas present,18,6
2409,New,Summer preperation,21,1
2410,New,Christmas present,24,7
2411,VIP,Christmas present,25,1
2412,VIP,Back to school,8,1
2413,New,Summer preperation,11,7
2414,Loyal,Summer preperation,28,5
2415,Loyal,Christmas present,12,3
2416,Loyal,Summer preperation,23,5
2417,VIP,Christmas present,17,1
2418,VIP,Christmas present,16,1
2419,VIP,Pre-fall shopping,10,1
2420,VIP,Back to school,7,3
2421,Loyal,Pre-fall shopping,8,5
2422,VIP,Pre-fall shopping,23,9
2423,VIP,Pre-fall shopping,28,6
